Date,YM-EF,NKD-EF,NQ-EF,GC-EF,JPYUSD-EF,Z-EF,CL-EF,DXY-EF,Open-BPI,High-BPI,Low-BPI,Close-BPI,Volume-BPI,AD-TI,BBands_Upper-TI,BBands_Middle-TI,BBands_Lower-TI,EMA_12-TI,EMA_26-TI,MACD-TI,MACD_Signal-TI,MACD_Hist-TI,NATR-TI,OBV-TI,RSI-TI,SMA_20-TI,SMA_50-TI,Stoch_K-TI,Stoch_D-TI,n-transactions-excluding-popular-BC,difficulty-BC,trade-volume-BC,miners-revenue-BC,market-cap-BC,avg-block-size-BC,n-transactions-per-block-BC,median-confirmation-time-BC,hash-rate-BC,cost-per-transaction-percent-BC,n-transactions-BC
2019-03-12,25553.0,21260.0,7206.5,1296.300048828125,111.34200286865234,356.5,56.869998931884766,96.94000244140624,3903.75830078125,3926.88916015625,3863.55908203125,3909.15625,9809887079.0,8854892414.542423,,,,,,,,,,2779031666.0,,,,,,269945.0,6068891541677.0,116557011.3127,7088005.70444551,67605453368.61796,1.00416113286713,1997.57342657343,8.54166666666667,43141131.5892332,1.11742030609223,285653.0
2019-03-13,25735.0,21320.0,7267.75,1307.5,111.30599975585938,357.25,58.2599983215332,96.5500030517578,3913.04736328125,3926.59765625,3891.904296875,3906.71728515625,9469184841.0,7471803968.335448,,,,3901.439479163827,,,,,,-6690153175.0,,,,,,269360.0,6068891541677.0,209075742.7232,6637474.19377045,67722675284.21296,1.1635806962963,2118.2,9.0,40727641.7101152,1.04931000293921,285957.0
2019-03-14,25710.0,21200.0,7239.75,1293.4000244140625,111.1959991455078,361.5,58.61000061035156,96.79000091552734,3905.576904296875,3946.50439453125,3901.296875,3924.369140625,10480789570.0,7689038241.542015,,,,3904.967119388623,,,,,,3790636395.0,,,,,,282738.0,6068891541677.0,159688391.1519,7600598.59424684,67679394837.90323,1.04382661935484,1935.02580645161,7.5,46761366.4079101,1.06155261015803,299929.0
2019-03-15,25758.890625,21355.0,7270.35009765625,1301.800048828125,111.75299835205078,373.25,58.52000045776367,96.5999984741211,3926.663330078125,3968.54296875,3914.015380859375,3960.9111328125,9394210605.0,14453568096.918783,,,,3913.573890684604,,,,,1.7194486994859186,13184847000.0,60.86745405813822,,,89.61423960812377,,279965.0,6068891541677.0,168146954.5833,7723228.79179382,68144147548.92384,0.987588411764706,1940.98039215686,7.30833333333333,46157993.9381306,1.41794984006225,296970.0
2019-03-16,25758.890625,21355.0,7270.35009765625,1301.800048828125,111.75299835205078,373.25,58.52000045776367,96.5999984741211,3963.900146484375,4077.036376953125,3961.657470703125,4048.725830078125,9856166973.0,19472915478.43573,,,,3934.3664967451455,,,,,1.8120823413057945,23041013973.0,67.32951271771013,,,91.75308761384308,,247067.0,6068891541677.0,296835128.525,8496146.10726474,70019496854.375,0.788659846625767,1609.0,4.86666666666667,49174856.287028,2.35454121363282,262267.0
2019-03-17,25758.890625,21355.0,7270.35009765625,1301.800048828125,111.75299835205078,373.25,58.52000045776367,96.5999984741211,4047.719482421875,4054.1220703125,4006.4111328125,4025.22900390625,8221625400.0,17736741635.882103,,,,3948.3453440007,,,,,1.838866979531288,14819388573.0,66.54645083478007,,,84.90842058399745,88.75858260198811,214572.0,6068891541677.0,184298451.339,7297849.33901329,69702122986.04453,0.742798205479452,1556.78082191781,5.54166666666667,44046190.2939024,2.92696884373654,227290.0
2019-03-18,25965.0,21435.0,7360.75,1300.300048828125,111.56099700927734,371.5,59.09000015258789,96.5199966430664,4029.968505859375,4071.556640625,4009.1171875,4032.50732421875,9646954186.0,15317383658.270824,,,,3961.293340957323,,,,,1.709443128592316,24466342759.0,79.47031544421148,,,86.58170445775714,87.7477375518659,273699.0,6068891541677.0,105693358.7448,8269486.75644039,69813090855.26729,0.926942732919254,1810.5900621118,6.21666666666667,48571483.8172485,1.38307859148066,291505.0
2019-03-19,25906.0,21420.0,7376.5,1305.0,111.3730010986328,371.25,59.02999877929688,96.37999725341795,4032.69189453125,4082.216064453125,4023.8125,4071.190185546875,9344919956.0,21133890347.43495,,,,3978.200547817254,,,,,1.517172679167199,33811262715.0,74.0417939473382,,,94.95745400667025,88.81585968280827,283137.0,6068891541677.0,115735520.3806,8830120.09324167,69940121192.88295,0.909794954022988,1751.40229885057,6.32916666666667,52493404.8708152,1.44848624303721,304744.0
2019-03-20,25729.0,21290.0,7409.5,1300.5,111.4010009765625,371.5,59.83000183105469,95.76000213623048,4070.7939453125,4089.4619140625,4031.11083984375,4087.476318359375,10175916388.0,30617265728.233425,,,,3995.012204823736,,,,,1.5291291082919034,43987179103.0,74.64970876282237,,,99.12103992443517,93.5533994629542,283895.0,6068891541677.0,103002102.0128,8742662.15328318,70297797449.67021,0.992002372670808,1894.16149068323,6.55,48571483.8172485,1.34658135914489,304960.0
2019-03-21,26011.0,21440.0,7534.5,1306.0999755859375,110.66000366210938,376.25,59.97999954223633,96.5,4083.953857421875,4097.35986328125,4005.1513671875,4029.326904296875,10831212662.0,25465581412.15689,4110.773710566471,3945.091589355469,3779.409468144466,4000.291389358064,,,,,1.6344227612527054,33155966441.0,63.932955501300974,3945.091589355469,,70.90131238200257,88.32660210436933,284060.0,6068891541677.0,147543802.276,7388901.05848648,70360182687.51978,1.03964635664336,2102.88111888112,8.18333333333333,43141131.5892332,1.13588656484759,300712.0
2019-03-22,25570.0,21000.0,7368.75,1311.5999755859375,110.80599975585938,378.25,59.040000915527344,96.6500015258789,4028.5146484375,4053.90673828125,4021.54248046875,4023.96826171875,9252935969.0,17599706361.475353,4117.757247210359,3953.069250488281,3788.3812537662034,4003.933985105861,,,,,1.5605560979308395,23903030472.0,64.69699545541381,3953.069250488281,,68.6093428900807,79.54389839883947,283205.0,6068891541677.0,166103501.487,8113657.07200504,70038305880.43478,0.944549000000001,1854.18633540373,5.98333333333333,48571483.8172485,1.53585496584969,298524.0
2019-03-23,25570.0,21000.0,7368.75,1311.5999755859375,110.80599975585938,378.25,59.040000915527344,96.6500015258789,4022.71337890625,4049.882568359375,4015.964599609375,4035.826416015625,9578850549.0,19239297128.313,4123.214678099591,3962.501782226562,3801.788886353536,4008.8405129381326,,,,,1.4481341109723556,33481881021.0,59.86370700992309,3962.501782226562,,73.68124822481748,71.06396783230025,243201.0,6068891541677.0,67712123.9106,7382484.15111263,70056185471.61458,0.840116655172414,1734.98620689655,5.79166666666667,43744504.0590126,2.33796482042259,251573.0
2019-03-24,25570.0,21000.0,7368.75,1311.5999755859375,110.80599975585938,378.25,59.040000915527344,96.6500015258789,4035.16357421875,4040.69970703125,4006.19287109375,4022.168212890625,9144851065.0,18561876789.763752,4107.2988269905945,3975.532336425781,3843.765845860968,4010.89092831544,,,,,1.440111910478138,24337029956.0,59.54871480445894,3975.532336425781,,67.83943578433829,70.0433422997455,218554.0,6368919654419.87,57296676.7912,7499624.0874357,69828703028.48375,0.753646586666667,1507.77333333333,5.42916666666667,47490106.9905989,2.59796889193549,226166.0
2019-03-25,25577.0,20965.0,7355.25,1321.9000244140625,110.08100128173828,379.75,58.81999969482422,96.56999969482422,4024.11279296875,4038.8408203125,3934.03125,3963.070556640625,10359818883.0,13942792390.986605,4105.473371151091,3978.867114257812,3852.260857364533,4003.533948057776,,,,,1.5114469869481302,13977211073.0,57.56630085854838,3978.867114257812,,42.562507309575125,61.36106377291029,309043.0,6379265451411.0,48747233.8458,7512795.86116405,69452090204.75853,1.05696781756757,2176.96621621622,9.05833333333333,46933020.833036,1.25943280397893,322191.0
2019-03-26,25676.0,21290.0,7376.75,1314.300048828125,110.06800079345705,377.25,59.93999862670898,96.73999786376952,3969.228759765625,3985.080810546875,3944.753173828125,3985.080810546875,10707678815.0,24650471205.986603,4104.5223235756885,3982.9240234375,3861.325723299312,4000.695003825329,,,,,1.4618694515748292,24684889888.0,59.48288952978148,3982.9240234375,,45.35117509916273,51.91770606435872,354608.0,6379265451411.0,133869301.1894,6780907.83753621,68765702311.98308,1.20785900746269,2734.44029850746,11.4375,42493410.7542353,1.12250109652929,366415.0
2019-03-27,25660.0,21205.0,7334.5,1309.9000244140625,110.5540008544922,373.75,59.40999984741211,96.7699966430664,3984.244873046875,4087.066162109375,3977.810546875,4087.066162109375,10897131934.0,35547603139.9866,4116.884841587056,3991.703112792969,3866.5213839988814,4013.982874330567,3977.2582240713145,36.724650259252485,,,1.5557016178976306,35582021822.0,68.03956494579406,3991.703112792969,,94.74979889773545,60.887827102157765,367973.0,6379265451411.0,77182620.0366,7721974.78508324,70265718987.83784,1.19962981879195,2571.71812080537,11.75,47250135.8386646,1.23708886591251,383186.0
2019-03-28,25737.0,21225.0,7352.0,1289.800048828125,110.48999786376952,374.0,59.29999923706055,97.1999969482422,4087.58447265625,4094.902099609375,4040.266357421875,4069.107177734375,9353915899.0,36069076385.897575,4122.199444799287,4000.101892089844,3878.0043393804,4022.4635363926914,3984.0618502685775,38.401686124112985,,,1.57911787714831,26228105923.0,64.4686676165248,4000.101892089844,,84.59038135553723,74.8971184508118,381113.0,6379265451411.0,135317924.5463,7609348.21050804,70593348557.3707,1.21728740410959,2696.56164383562,9.2875,46298790.8217788,1.21732648604361,393698.0
2019-03-29,25933.0,21285.0,7400.5,1293.0,110.63700103759766,356.5,60.13999938964844,97.27999877929688,4068.2998046875,4113.5009765625,4034.09716796875,4098.37451171875,10918665557.0,42827719555.71892,4135.167195603054,4006.854931640625,3878.542667678196,4034.142147981316,3992.529454820443,41.61269316087282,,,1.6111966244783764,37146771480.0,63.94426750803644,4006.854931640625,,91.57157859797472,90.30391961708246,351908.0,6379265451411.0,72542414.4438,7807462.60003831,71391299123.67294,1.23398133333333,2515.7619047619,10.2583333333333,46615905.8274074,0.954196055585191,369817.0
